source	time	heading	story	url
Kotaku	1549832400	What's Your Greatest Gaming Comeback Moment?	The final decision I made in Into the Breach cost me the life of one of my pilots, and almost cost me the entire game.	https://news.google.com/articles/CAIiEO5H_TvXmpeqd6alubfcwqYqFQgEKg0IACoGCAow9YACMKFMMLOpHg?hl=en-IN&gl=IN&ceid=IN%3Aen
Hindustan Times	1549808460	Top mobile, PC gaming accessories PUBG fans should consider buying	Love playing PUBG on phone or PC? Here are some top gaming accessories you should try out.	https://news.google.com/articles/CAIiEK2ke1Fwvu4etQfK-i5w_EkqFggEKg4IACoGCAoww7k_MMevCDCJzgE?hl=en-IN&gl=IN&ceid=IN%3Aen
Benzinga	1549897980	PCs Still The Preferred Gaming Platform For Developers; Mobile Catching Up	Gaming has evolved into the world's favorite form of entertainment, edging out the likes of television, films and digital music, according to ...	https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3LmJlbnppbmdhLmNvbS9nZW5lcmFsL2VkdWNhdGlvbi8xOS8wMi8xMzA0ODYyNS9wY3Mtc3RpbGwtdGhlLXByZWZlcnJlZC1nYW1pbmctcGxhdGZvcm0tZm9yLWRldmVsb3BlcnMtbW9iaWxlLWNhdGNo0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Indian Express	1549856175	Gaming, social media, selfies: This clinic in Bengaluru helps tech addicts log out	Among the case studies at the technology de-addiction clinic or the *Service* for Healthy Use of Technology (SHUT) clinic at the National Institute of Mental Health ...	https://news.google.com/articles/CAIiEF6rAuN1Y2nF925lKJMUyU0qGAgEKg8IACoHCAow3rvTBDD89X4wsLbmBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Born2Invest	1549892356	Gaming industry poised for growth in 2019	The gaming industry is expected to have a great year this 2019, driven by the trends in gadgets, developments and other creations.	https://news.google.com/articles/CBMiS2h0dHBzOi8vYm9ybjJpbnZlc3QuY29tL2FydGljbGVzL2dhbWluZy1pbmR1c3RyeS1wb2lzZWQtZm9yLWdyb3d0aC1pbi0yMDE5L9IBlwFodHRwczovL2Jvcm4yaW52ZXN0LWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2Jvcm4yaW52ZXN0LmNvbS9hcnRpY2xlcy9nYW1pbmctaW5kdXN0cnktcG9pc2VkLWZvci1ncm93dGgtaW4tMjAxOS9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549792860	Xbox Live free game WARNING: Great Xbox One news for Microsoft gamers	XBOX LIVE Gold subscribers have one day left to try out a range of Xbox One games for free on their console.	https://news.google.com/articles/CAIiEHqbU0r8NBwB2U7EokAlxoIqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1549675800	This week's highs and lows in PC gaming	Philippa Warr: Pawn hubIt has been a long while since I've felt the pull of a game as strongly as Dota Auto Chess. I'm as surprised as anyone. Not least because ...	https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL2hpZ2hzLWxvd3MtZmViLTgtMjAxOS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Techjaja	1549897564	Gaming is one of the most convenient way to kill off stress	You don't have to be an expert in online gambling, neither should you have visited a physical casino, to enjoy online casino games.	https://news.google.com/articles/CAIiEGinvFxbbU9ilR4FOyDMhQ8qGAgEKg8IACoHCAow48WgCTCxunAw_eqKAw?hl=en-IN&gl=IN&ceid=IN%3Aen
iGaming Business	1549877239	Stride Gaming considers sale of company	Stride Gaming has launched a strategic review of its operations that may culminate in the sale of the business, though is yet to receive any offers and may ...	https://news.google.com/articles/CBMiSWh0dHBzOi8vd3d3LmlnYW1pbmdidXNpbmVzcy5jb20vbmV3cy9zdHJpZGUtZ2FtaW5nLWNvbnNpZGVycy1zYWxlLWNvbXBhbnnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Pedestrian TV	1549866139	5 Pairs Of Gaming Headphones That'll Make Your Ear Holes Sing	Whether you're playing on PC or console, there's gonna come a time when you'll need to grab yourself a decent set of gaming headphones. Sure, you can pick ...	https://news.google.com/articles/CBMiNmh0dHBzOi8vd3d3LnBlZGVzdHJpYW4udHYvdGVjaC9nYW1pbmctaGVhZHBob25lcy0yMDE5L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
