source	time	heading	story	url
Times Union	1549582860	IBM, SUNY Poly creating artificial intelligence center in Albany	"ALBANY — IBM and SUNY Polytechnic Institute are creating an artificial intelligence ""hardware lab"" in Albany. The facility will be part of a larger, $2 billion ..."	https://news.google.com/articles/CAIiECtulAsYF6QMuSDEFUvC3goqGQgEKhAIACoHCAowxr75CjCp6fECMOT8wwU?hl=en-IN&gl=IN&ceid=IN%3Aen
VentureBeat	1549666740	AI Weekly: The AI research agenda for the next 20 years is being made now	Leaders of the artificial intelligence community are thinking about the roadmap for AI research for the next 20 years in the United States.	https://news.google.com/articles/CAIiELY88tm6NPIR81EZ5kY56u8qFAgEKgwIACoFCAowsGkw8AYwg-kD?hl=en-IN&gl=IN&ceid=IN%3Aen
Japan Today	1549576283	How artificial intelligence and machine learning are unlocking content	The pace of *content* creation has never been faster. Each day, the world generates 2.5 quintillion bytes of data, and more than 90 percent of all data in existence ...	https://news.google.com/articles/CBMia2h0dHBzOi8vamFwYW50b2RheS5jb20vY2F0ZWdvcnkvdGVjaC9ob3ctYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYW5kLW1hY2hpbmUtbGVhcm5pbmctYXJlLXVubG9ja2luZy1jb250ZW500gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Diagnostic and Interventional Cardiology	1547712000	Applications for Artificial Intelligence in Cardiovascular Imaging	Artificial intelligence in medical imaging was the major buzz at RSNA 2018. The expo floor had a dedicated area just to highlight artificial intelligence software ...	https://news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmRpY2FyZGlvbG9neS5jb20vYXJ0aWNsZS9hcHBsaWNhdGlvbnMtYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtY2FyZGlvdmFzY3VsYXItaW1hZ2luZ9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1547712000	How artificial intelligence can help us make judges less biased	As artificial intelligence moves into the courtroom, much has been written about sentencing algorithms with hidden biases. Daniel L. Chen, a researcher at both ...	https://news.google.com/articles/CAIiED9HCCh7sPrhSIrSEG7ba-UqFwgEKg4IACoGCAow3O8nMMqOBjDe2aYG?hl=en-IN&gl=IN&ceid=IN%3Aen
Breaking Defense	1549492690	Attacking Artificial Intelligence: How To Trick The Enemy	ARLINGTON: With the US, Russia, and China all investing in Artificial Intelligence for their armed forces, people often worry the Terminator is going to come to ...	https://news.google.com/articles/CBMiXWh0dHBzOi8vYnJlYWtpbmdkZWZlbnNlLmNvbS8yMDE5LzAyL2F0dGFja2luZy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1ob3ctdG8tdHJpY2stdGhlLWVuZW15L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1547625600	Artificial Intelligence Is Expected To Be The Most Impactful Technology On Commerce	Almost 60% of the 602 industry professionals surveyed by Euromonitor in September 2018 ranked the impact of artificial intelligence on business in the coming ...	https://news.google.com/articles/CAIiEIZBLldvT7VaELyb2yav7fMqFQgEKg0IACoGCAowrqkBMKBFMJGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
News18	1548576000	Meet the Woman Taking Artificial Intelligence to Schools in Tamil Nadu Villages	The themes that YouCode founder K Suriya Prabha teaches in one workshop include coding robots, becoming a robot and experiencing AI.	https://news.google.com/articles/CBMiiAFodHRwczovL3d3dy5uZXdzMTguY29tL25ld3MvYnV6ei9haS1mb3ItYWxsLW1lZXQtdGhlLXdvbWFuLXRha2luZy1hcnRpZmljaWFsLWludGVsbGlnZW5jZS10by1zY2hvb2xzLWluLXRhbWlsLW5hZHUtdmlsbGFnZXMtMjAwMzY0MS5odG1s0gHTAWh0dHBzOi8vd3d3LW5ld3MxOC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cubmV3czE4LmNvbS9hbXAvbmV3cy9idXp6L2FpLWZvci1hbGwtbWVldC10aGUtd29tYW4tdGFraW5nLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXRvLXNjaG9vbHMtaW4tdGFtaWwtbmFkdS12aWxsYWdlcy0yMDAzNjQxLmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1547452800	Healthcare Artificial Intelligence Puts On A Human Face	Can a selfie help predict your health risks? The doc.ai app helps people to answer that question by applying artificial intelligence (AI) to health records provided ...	https://news.google.com/articles/CAIiEEjvkj_0v8Axp462A8635tkqFQgEKg0IACoGCAowrqkBMKBFMMGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1548144000	PepsiCo Sees Future In Artificial Intelligence After Launching Snack-Delivery Robot	The mobile vending machine that PepsiCo recently launched at University of the Pacific has caused excitement among college students craving for a quick ...	https://news.google.com/articles/CAIiEDwAF4h_QHUqE0YbLlEzuJgqFQgEKg0IACoGCAowrqkBMKBFMJGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1547452800	The Artificial Intelligence Gap Between Megabanks, Community Banks And Credit Unions	There is a growing gap in AI investment and utilization between large and small banks which will enable the larger ones to garner even more market share away ...	https://news.google.com/articles/CAIiEH8ws7QTiU4t03tcjtJBd0cqFQgEKg0IACoGCAowrqkBMKBFMLKAAg?hl=en-IN&gl=IN&ceid=IN%3Aen
CIO	1548403200	Artificial Intelligence is Transforming Manufacturing	For modern manufacturers, artificial intelligence is one of the keys to higher output, better product quality, reduced waste and more.	https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmNpby5jb20vYXJ0aWNsZS8zMzM2NDgyL2FuYWx5dGljcy9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1pcy10cmFuc2Zvcm1pbmctbWFudWZhY3R1cmluZy5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1548948300	Microsoft aims to democratise Artificial Intelligence: Rajiv Sodhi, GM, Commercial Partner, Microsoft India	Microsoft will launch AI labs in Indian schools in near future, he added without divulging details.	https://news.google.com/articles/CAIiEHkduoNb1HhEarwWP9gYbs0qGQgEKhAIACoHCAow2pqGCzD954MDMOKPmgY?hl=en-IN&gl=IN&ceid=IN%3Aen
News18	1547625600	School Kids May Now Have Artificial Intelligence as a Subject, How Ready Are We?	While experts are debating the pros and cons of AI, students felt that it was a good idea as long as they could manage to make the subject interesting and not ...	https://news.google.com/articles/CBMifWh0dHBzOi8vd3d3Lm5ld3MxOC5jb20vbmV3cy9idXp6L2Nic2Utd2FudHMta2lkcy10by1sZWFybi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1idXQtYXJlLXNjaG9vbHMtaW4taW5kaWEtcmVhZHktMTk5OTU3My5odG1s0gHIAWh0dHBzOi8vd3d3LW5ld3MxOC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cubmV3czE4LmNvbS9hbXAvbmV3cy9idXp6L2Nic2Utd2FudHMta2lkcy10by1sZWFybi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1idXQtYXJlLXNjaG9vbHMtaW4taW5kaWEtcmVhZHktMTk5OTU3My5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
MIT News	1547798400	Democratizing artificial intelligence in health care	An artificial intelligence program that's better than human doctors at recommending treatment for sepsis may soon enter clinical trials in London. The machine ...	https://news.google.com/articles/CBMiUmh0dHA6Ly9uZXdzLm1pdC5lZHUvMjAxOS9kZW1vY3JhdGl6aW5nLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWluLWhlYWx0aC1jYXJlLTAxMTjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Computer Business Review	1548144000	Do Bots and Artificial Intelligence Need Line Managers?	Stay ahead of the tech curve with Computer Business Review, bringing you latest tech news, exclusive interviews & analysis into major enterprise IT trends.	https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LmNicm9ubGluZS5jb20vb3Bpbmlvbi9kby1ib3RzLWFuZC1haS1uZWVkLWxpbmUtbWFuYWdlcnMtd2F5bmUtYnV0dGVyZmllbGTSAaQBaHR0cHM6Ly93d3ctY2Jyb25saW5lLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5jYnJvbmxpbmUuY29tL29waW5pb24vZG8tYm90cy1hbmQtYWktbmVlZC1saW5lLW1hbmFnZXJzLXdheW5lLWJ1dHRlcmZpZWxkL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
ExchangeWire	1548766805	Saying 'AI Do' to Artificial Intelligence in Advertising	Cheryl Guzman Ng, APAC head of marketing and innovation, Xaxis, explains how marketers should be adopting AI in their marketing operations.	https://news.google.com/articles/CBMiZGh0dHBzOi8vd3d3LmV4Y2hhbmdld2lyZS5jb20vYmxvZy8yMDE5LzAxLzI5L3NheWluZy1haS1kby10by1hcnRpZmljaWFsLWludGVsbGlnZW5jZS1pbi1hZHZlcnRpc2luZy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Analytics Insight	1547971200	Artificial Intelligence is a Great Detector Tool	In an inexorably digitized world, cyber attacks are growing in volume, ending up considerably more complicated in cyber security. Artificial intelligence text ...	https://news.google.com/articles/CBMiUmh0dHBzOi8vd3d3LmFuYWx5dGljc2luc2lnaHQubmV0L2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWlzLWEtZ3JlYXQtZGV0ZWN0b3ItdG9vbC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Popular Science	1547625600	Artificial intelligence made this robot dog a very good boy	Meet ANYmal—a four-legged robot whose name is pronounced “animal.” The 73-pound dog-like machine is a Swiss-made contraption that, thanks to artificial ...	https://news.google.com/articles/CAIiEFG_uXOTbrPM-p1FEO56zngqFQgEKg0IACoGCAow_f8GMOBfMMTJAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Bankrate.com	1549294080	Artificial intelligence is changing credit cards and banking	Artificial intelligence (AI) and predictive analytics make it easier for banks and credit card issuers to determine what rewards consumers will want at any given ...	https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmJhbmtyYXRlLmNvbS9jcmVkaXQtY2FyZHMvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtYmFua2luZy1jcmVkaXQtY2FyZC1yZXdhcmRzL9IBpwFodHRwczovL3d3dy1iYW5rcmF0ZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuYmFua3JhdGUuY29tL2NyZWRpdC1jYXJkcy9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1iYW5raW5nLWNyZWRpdC1jYXJkLXJld2FyZHMvYW1wLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
MIT News	1548316800	Identifying artificial intelligence “blind spots”	A novel model developed by MIT and Microsoft researchers identifies instances in which autonomous systems have “learned” from training examples that don't ...	https://news.google.com/articles/CBMiQWh0dHA6Ly9uZXdzLm1pdC5lZHUvMjAxOS9hcnRpZmljaWFsLWludGVsbGlnZW5jZS1ibGluZC1zcG90cy0wMTI00gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
NDTV News	1549183740	Artificial Intelligence, Satellite Images, Drones May Soon Monitor Yamuna	Drones, artificial intelligence and satellite imagery could be used to monitor pollution level of the Yamuna caused by dumping of debris at the flood plains of the ...	https://news.google.com/articles/CAIiEOv_jPhdnZz6Jfr8xs2HpakqGQgEKhAIACoHCAowj8n_CjDIrfkCMMf18wU?hl=en-IN&gl=IN&ceid=IN%3Aen
The BMJ	1547798400	Using artificial intelligence to assess clinicians' communication skills	BMJ 2019; 364 doi: https://doi.org/10.1136/bmj.l161 (Published 18 January 2019) Cite this as: BMJ 2019;364:l161. Article; Related *content*; Metrics; Responses ...	https://news.google.com/articles/CBMiKGh0dHBzOi8vd3d3LmJtai5jb20vY29udGVudC8zNjQvYm1qLmwxNjHSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Vox.com	1548316800	Alexandria Ocasio-Cortez says AI can be biased. She’s right.	Open up the photo app on your phone and search “dog,” and all the pictures you have of dogs will come up. This was no easy feat. Your phone knows what a ...	https://news.google.com/articles/CAIiEGJhbEe0Ohi1x-lGBWCfFAUqGAgEKg8IACoHCAowlOzSATCaiDUwg6vkBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1547971200	4 Ways Artificial Intelligence Can Improve Your Marketing (Plus 10 Provider Suggestions)	AI has many applications for small business marketing these days, and the cost of using the technology has come way down. Here are five ways you can try out ...	https://news.google.com/articles/CAIiEF--6AtTeYzHSfckwl0ERygqFQgEKg0IACoGCAowrqkBMKBFMKGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
BetaNews	1549393205	What's in a name? Artificial Intelligence or Data Science?	If you are like me, there is a good chance that you are confused as well about the most recent terminology to use in the field of data science … pardon, artificial ...	https://news.google.com/articles/CBMiSGh0dHBzOi8vYmV0YW5ld3MuY29tLzIwMTkvMDIvMDUvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Utb3ItZGF0YS1zY2llbmNlL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Euronews English	1549374454	The EU’s “softball” approach to Artificial Intelligence will lose to China’s “hardball” ǀ View	China is not just playing catch-up with the West [...]. It is planning to leap over Western economies and seize nothing less than global AI dominance. China is ...	https://news.google.com/articles/CAIiEPZ0LPjMmi9e_l-KvMqCQKEqGAgEKg8IACoHCAow-ZzLBzD77Ecw1ouYBg?hl=en-IN&gl=IN&ceid=IN%3Aen
SciTech Europa	1548748800	Artificial intelligence – the European approach to AI	At ICT 2018 in Vienna, SciTech Europa Quarterly listened to DG CONNECT's Khalil Rouhana discuss the 'European approach' to AI.	https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3LnNjaXRlY2hldXJvcGEuZXUvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtZXVyb3BlYW4tYXBwcm9hY2gvOTI1MDcv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Science Daily	1548835200	Artificial intelligence ARTIST instantly captures materials' properties	A new approach holds potential to slash research and development costs for designer materials and technologies of the future.	https://news.google.com/articles/CBMiPmh0dHBzOi8vd3d3LnNjaWVuY2VkYWlseS5jb20vcmVsZWFzZXMvMjAxOS8wMS8xOTAxMzAxMDM3NDcuaHRt0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Entrepreneur	1547539200	What Every Entrepreneur Must Know About Artificial Intelligence	Artificial intelligence continues to be increasingly used throughout the general public and businesses to enhance consumer experiences. Research from Gartner ...	https://news.google.com/articles/CBMiK2h0dHBzOi8vd3d3LmVudHJlcHJlbmV1ci5jb20vYXJ0aWNsZS8zMjU0MzbSAXhodHRwczovL3d3dy1lbnRyZXByZW5ldXItY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmVudHJlcHJlbmV1ci5jb20vYW1waHRtbC8zMjU0MzY_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Nanalyze	1549263656	Top-10 Artificial Intelligence Startups in Japan	Japan leads in robotics, but less people know the country released a comprehensive national AI strategy too. We look at the top-10 AI startups in Japan.	https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3Lm5hbmFseXplLmNvbS8yMDE5LzAyL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWphcGFuL9IBjAFodHRwczovL3d3dy1uYW5hbHl6ZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cubmFuYWx5emUuY29tLzIwMTkvMDIvYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2UtamFwYW4vYW1wLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
PRNewswire	1547539200	Global Artificial Intelligence (AI) Industry	NEW YORK, Jan. 15, 2019 /PRNewswire/ -- This report analyzes the worldwide markets for Artificial Intelligence (AI) in US$ Million. Read the full report:...	https://news.google.com/articles/CBMiYmh0dHBzOi8vd3d3LnBybmV3c3dpcmUuY29tL25ld3MtcmVsZWFzZXMvZ2xvYmFsLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlLWFpLWluZHVzdHJ5LTMwMDc3ODQwNS5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Hindustan Times	1547712000	IIT Hyderabad becomes India’s first Institute to launch BTech in Artificial Intelligence	Indian Institute of Technology Hyderabad is launching a full-fledged BTech Program in Artificial Intelligence (AI) from the coming Academic Year (2019-2020).	https://news.google.com/articles/CBMiowFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vZWR1Y2F0aW9uL2lpdC1oeWRlcmFiYWQtYmVjb21lcy1pbmRpYS1zLWZpcnN0LWluc3RpdHV0ZS10by1sYXVuY2gtYnRlY2gtaW4tYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uvc3RvcnktTmU4aHRrTkcydGxtRlVuREtOUmdOTi5odG1s0gHyAWh0dHBzOi8vbS1oaW5kdXN0YW50aW1lcy1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9tLmhpbmR1c3RhbnRpbWVzLmNvbS9lZHVjYXRpb24vaWl0LWh5ZGVyYWJhZC1iZWNvbWVzLWluZGlhLXMtZmlyc3QtaW5zdGl0dXRlLXRvLWxhdW5jaC1idGVjaC1pbi1hcnRpZmljaWFsLWludGVsbGlnZW5jZS9zdG9yeS1OZThodGtORzJ0bG1GVW5ES05SZ05OX2FtcC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1548662400	The Real-World AI Issue	For The AI Issue at The Verge, we're taking a closer look at the ways that artificial intelligence and machine learning are affecting technology right now. Because ...	https://news.google.com/articles/CAIiEEquh9dS9z7tnBJ2B897SZ8qFwgEKg4IACoGCAow3O8nMMqOBjDe2aYG?hl=en-IN&gl=IN&ceid=IN%3Aen
DATAQUEST	1547625600	Artificial Intelligence: Redefining the Future of CRMDATAQUEST	Artificial Intelligence supported by Machine Learning, Business Intelligence and Analytics are providing a 360-degree view of customer experience.	https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmRxaW5kaWEuY29tL2FydGlmaWNpYWwtaW50ZWxsaWdlbmNlLXJlZGVmaW5pbmctZnV0dXJlLWNybS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
World Economic Forum	1547798400	AI has a bias problem. This is how we can solve it	Human bias is often developed into AI. To fix this, we need a fundamental rethink of the assumptions underpinning this vital technology.	https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LndlZm9ydW0ub3JnL2FnZW5kYS8yMDE5LzAxL3RvLWVsaW1pbmF0ZS1odW1hbi1iaWFzLWZyb20tYWktd2UtbmVlZC10by1yZXRoaW5rLW91ci1hcHByb2FjaC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
THE WEEK	1547625600	How India can harness 'globotics' revolution in artificial intelligence	The revolutionary development in artificial intelligence and machine learning, and its dramatic consequences, is a global economic upheaval and one that will ...	https://news.google.com/articles/CBMiV2h0dHBzOi8vd3d3LnRoZXdlZWsuaW4vbmV3cy9zY2ktdGVjaC8yMDE5LzAxLzE2L2luZGlhLWhhcm5lc3MtZ2xvYm90aWNzLWFydGlmaWNpYWwuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1548748800	An AI reading list — from practical primers to sci-fi short stories	Confused by artificial intelligence? Don't know your AI from your ML? Here's a reading list collated by experts in the field that will help you understand more what ...	https://news.google.com/articles/CAIiEPnAlWbAH5zU0BFhqRaPqbMqFwgEKg4IACoGCAow3O8nMMqOBjDe2aYG?hl=en-IN&gl=IN&ceid=IN%3Aen
Global Government Forum	1548057600	A New Year for Artificial Intelligence	Artificial intelligence will have a huge impact in 2019. Agencies that adopt the technology will be able to analyze large volumes of data quickly, automate ...	https://news.google.com/articles/CBMiTWh0dHBzOi8vd3d3Lmdsb2JhbGdvdmVybm1lbnRmb3J1bS5jb20vYS1uZXcteWVhci1mb3ItYXJ0aWZpY2lhbC1pbnRlbGxpZ2VuY2Uv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
American Enterprise Institute	1547452800	Mobile, social, and cloud will boost artificial intelligence	View related *content*: Innovation, Technology and Innovation. The Consumer Electronic Show (CES) was full of artificial intelligence (AI) agents of change this ...	https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmFlaS5vcmcvcHVibGljYXRpb24vbW9iaWxlLXNvY2lhbC1hbmQtY2xvdWQtd2lsbC1ib29zdC1hcnRpZmljaWFsLWludGVsbGlnZW5jZS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Golf.com	1549635040	The secrets to Ben Hogan's legendary golf swing, according to Artificial Intelligence	Joe Plecker is the chief swing officer of Swing AI, a company part-owned by GOLF's parent company, 8am GOLF. To get your Swing Index, sign up and ...	https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5nb2xmLmNvbS9pbnN0cnVjdGlvbi8yMDE5LzAyLzA4L3RoZS1zZWNyZXRzLXRvLWJlbi1ob2dhbnMtbGVnZW5kYXJ5LWdvbGYtc3dpbmctYWNjb3JkaW5nLXRvLWFydGlmaWNpYWwtaW50ZWxsaWdlbmNlL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
